date,score_mean_10,sentiment_twitter_10,close,Year,Month,Week,Day,Dayofweek,Dayofyear,Is_month_end,Is_month_start,Is_quarter_end,Is_quarter_start,Is_year_end,Is_year_start
2020/4/8,-0.16263,0.082818459,110.839996,2020,4,15,8,2,99,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2020/4/9,-0.17275,0.097405759,112.417999,2020,4,15,9,3,100,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2020/4/13,0,0.126959819,118.031998,2020,4,16,13,0,104,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2020/4/14,0,0.137518919,139.794006,2020,4,16,14,1,105,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2020/4/15,0,0.16180729,148.399994,2020,4,16,15,2,106,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2020/4/16,0,0.17383543,143.388,2020,4,16,16,3,107,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2020/4/17,0,0.2058155,154.455994,2020,4,16,17,4,108,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2020/4/20,-0.17275,0.2278317,146.539993,2020,4,17,20,0,111,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2020/4/21,0,0.21562819,146.024002,2020,4,17,21,1,112,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2020/4/22,-0.13263,0.19904239,140.796005,2020,4,17,22,2,113,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2020/4/23,-0.0784,0.20429189,145.520004,2020,4,17,23,3,114,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2020/4/24,0.02423,0.19587179,142.162003,2020,4,17,24,4,115,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2020/4/27,0.0803,0.21563019,147.522003,2020,4,18,27,0,118,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2020/4/28,0.04371,0.21945069,159.128006,2020,4,18,28,1,119,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2020/4/29,0.11691,0.21412389,158.033997,2020,4,18,29,2,120,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2020/4/30,0.10784,0.21360099,171.037994,2020,4,18,30,3,121,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
2020/5/1,0.10784,0.17310737,151,2020,5,18,1,4,122,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
2020/5/4,0.09504,0.16756757,140.199997,2020,5,19,4,0,125,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2020/5/5,0.06772,0.17582288,157.957993,2020,5,19,5,1,126,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2020/5/6,0,0.17963698,155.300003,2020,5,19,6,2,127,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2020/5/7,0.01674,0.18003188,155.442001,2020,5,19,7,3,128,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2020/5/8,-0.08589,0.20222018,158.753998,2020,5,19,8,4,129,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2020/5/11,-0.04163,0.16833718,158.102005,2020,5,20,11,0,132,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2020/5/12,0.00776,0.15339638,165.399994,2020,5,20,12,1,133,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2020/5/13,0.02437,0.13067333,164.166,2020,5,20,13,2,134,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2020/5/14,0,0.11778461,156,2020,5,20,14,3,135,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2020/5/15,0,0.14126773,158.070007,2020,5,20,15,4,136,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2020/5/18,0.04304,0.15054133,165.556,2020,5,21,18,0,139,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2020/5/19,0.05584,0.14399763,163.033997,2020,5,21,19,1,140,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2020/5/20,0,0.15300753,164.100006,2020,5,21,20,2,141,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2020/5/21,0.05584,0.16572133,163.199997,2020,5,21,21,3,142,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2020/5/22,0,0.16413363,164.434006,2020,5,21,22,4,143,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2020/5/26,0.08278,0.19931583,166.899994,2020,5,22,26,1,147,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2020/5/27,0.12866,0.21062063,164.171997,2020,5,22,27,2,148,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2020/5/28,0,0.23666818,162.701996,2020,5,22,28,3,149,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2020/5/29,0.10597,0.2595257,161.75,2020,5,22,29,4,150,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2020/6/1,0.0663,0.2855145,171.600006,2020,6,23,1,0,153,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
2020/6/2,0.0535,0.2987445,178.940002,2020,6,23,2,1,154,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2020/6/3,0,0.3136028,177.623993,2020,6,23,3,2,155,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2020/6/4,0.03316,0.308208,177.975998,2020,6,23,4,3,156,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2020/6/5,0,0.3094635,175.567993,2020,6,23,5,4,157,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2020/6/8,0.02573,0.3130101,183.800003,2020,6,24,8,0,160,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2020/6/9,-0.02726,0.3071785,188.001999,2020,6,24,9,1,161,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2020/6/10,-0.04257,0.3082298,198.376007,2020,6,24,10,2,162,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2020/6/11,-0.01716,0.29235916,198.039993,2020,6,24,11,3,163,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2020/6/12,0.00688,0.24982596,196,2020,6,24,12,4,164,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2020/6/15,-0.07919,0.23456956,183.557999,2020,6,25,15,0,167,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2020/6/16,0,0.22414096,202.369995,2020,6,25,16,1,168,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2020/6/17,-0.07812,0.22379406,197.542007,2020,6,25,17,2,169,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2020/6/18,0,0.23973036,200.600006,2020,6,25,18,3,170,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2020/6/19,0,0.23281236,202.556,2020,6,25,19,4,171,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2020/6/22,0,0.22578496,199.990005,2020,6,26,22,0,174,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2020/6/23,0,0.21906176,199.776001,2020,6,26,23,1,175,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2020/6/24,-0.15508,0.20283106,198.822006,2020,6,26,24,2,176,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2020/6/25,-0.19527,0.2191083,190.854004,2020,6,26,25,3,177,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2020/6/26,-0.26924,0.2620433,198.955994,2020,6,26,26,4,178,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2020/6/29,-0.21719,0.2736194,193.802002,2020,6,27,29,0,181,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2020/6/30,-0.20439,0.2850224,201.300003,2020,6,27,30,1,182,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
2020/7/1,0,0.2919191,216.600006,2020,7,27,1,2,183,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
2020/7/2,-0.33756,0.2805634,244.296005,2020,7,27,2,3,184,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2020/7/6,-0.39387,0.270247,255.337997,2020,7,28,6,0,188,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2020/7/7,0,0.2477801,281.002014,2020,7,28,7,1,189,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2020/7/8,-0.29468,0.2272106,281,2020,7,28,8,2,190,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2020/7/9,0,0.2344847,279.39801,2020,7,28,9,3,191,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2020/7/10,-0.23894,0.2269901,279.200012,2020,7,28,10,4,192,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2020/7/13,-0.04434,0.2155522,331.799988,2020,7,29,13,0,195,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2020/7/14,0.06724,0.19067,311.200012,2020,7,29,14,1,196,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2020/7/15,0.09906,0.1796558,308.600006,2020,7,29,15,2,197,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2020/7/16,-0.01476,0.163433,295.432007,2020,7,29,16,3,198,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2020/7/17,-0.10262,0.1649281,302.690002,2020,7,29,17,4,199,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2020/7/20,0.11494,0.1952801,303.802002,2020,7,30,20,0,202,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2020/7/21,0.12685,0.2105814,327.985992,2020,7,30,21,1,203,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2020/7/22,0.07017,0.2197207,319.799988,2020,7,30,22,2,204,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2020/7/23,0.02078,0.2213606,335.790009,2020,7,30,23,3,205,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2020/7/24,-0.02998,0.2160431,283.201996,2020,7,30,24,4,206,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2020/7/27,-0.11939,0.2338804,287,2020,7,31,27,0,209,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2020/7/28,-0.07557,0.2454558,300.799988,2020,7,31,28,1,210,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2020/7/29,0.01229,0.2387345,300.200012,2020,7,31,29,2,211,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2020/7/30,0,0.259535,297.600006,2020,7,31,30,3,212,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2020/7/31,0,0.2638694,303,2020,7,31,31,4,213,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
2020/8/3,-0.07252,0.2666754,289.839996,2020,8,32,3,0,216,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2020/8/4,-0.12261,0.2715109,299.002014,2020,8,32,4,1,217,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2020/8/5,-0.12493,0.288909,298.597992,2020,8,32,5,2,218,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2020/8/6,0,0.3115086,298.165985,2020,8,32,6,3,219,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2020/8/7,0,0.3270007,299.90799,2020,8,32,7,4,220,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2020/8/10,-0.07554,0.3179786,289.600006,2020,8,33,10,0,223,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2020/8/11,0,0.3245423,279.200012,2020,8,33,11,1,224,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2020/8/12,0,0.3561591,294,2020,8,33,12,2,225,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2020/8/13,-0.11362,0.365388,322.200012,2020,8,33,13,3,226,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2020/8/14,0,0.3763806,332.997986,2020,8,33,14,4,227,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2020/8/17,-0.05376,0.3768662,335.399994,2020,8,34,17,0,230,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2020/8/18,-0.00171,0.3813253,379.798004,2020,8,34,18,1,231,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2020/8/19,0,0.3709388,373,2020,8,34,19,2,232,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2020/8/20,0,0.3628357,372.135986,2020,8,34,20,3,233,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2020/8/21,0,0.3706321,408.951996,2020,8,34,21,4,234,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2020/8/24,-0.0407,0.3731489,425.256012,2020,8,35,24,0,237,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2020/8/25,0,0.3711519,394.977997,2020,8,35,25,1,238,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2020/8/26,0.00857,0.3630746,412,2020,8,35,26,2,239,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2020/8/27,0,0.3477412,436.09201,2020,8,35,27,3,240,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2020/8/28,0,0.3439296,459.023987,2020,8,35,28,4,241,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2020/8/31,0,0.3370867,444.609985,2020,8,36,31,0,244,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
2020/9/1,0,0.3314118,502.140015,2020,9,36,1,1,245,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
2020/9/2,0.16792,0.3148371,478.98999,2020,9,36,2,2,246,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2020/9/3,0.16792,0.29033392,407.230011,2020,9,36,3,3,247,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2020/9/4,0,0.27323792,402.809998,2020,9,36,4,4,248,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2020/9/8,0.25108,0.26253912,356,2020,9,37,8,1,252,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2020/9/9,0.2129,0.24932132,356.600006,2020,9,37,9,2,253,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2020/9/10,0,0.22789182,386.209991,2020,9,37,10,3,254,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2020/9/11,0.17271,0.22138402,381.940002,2020,9,37,11,4,255,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2020/9/14,0,0.21945462,380.950012,2020,9,38,14,0,258,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2020/9/15,0.10941,0.22131042,436.559998,2020,9,38,15,1,259,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2020/9/16,0.15246,0.22118432,439.869995,2020,9,38,16,2,260,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2020/9/17,0,0.23482022,415.600006,2020,9,38,17,3,261,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2020/9/18,0,0.2678197,447.940002,2020,9,38,18,4,262,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2020/9/21,0.10319,0.2746073,453.130005,2020,9,39,21,0,265,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2020/9/22,0,0.2765976,429.600006,2020,9,39,22,1,266,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2020/9/23,0.16663,0.2743515,405.160004,2020,9,39,23,2,267,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2020/9/24,0.06113,0.2736451,363.799988,2020,9,39,24,3,268,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2020/9/25,0.06113,0.2790672,393.470001,2020,9,39,25,4,269,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2020/9/28,-0.02203,0.2853743,424.619995,2020,9,40,28,0,272,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2020/9/29,0.07739,0.2882708,416,2020,9,40,29,1,273,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2020/9/30,0.13863,0.3025048,421.320007,2020,9,40,30,2,274,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
2020/10/1,0.10774,0.3148132,440.76001,2020,10,40,1,3,275,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
2020/10/2,0.06263,0.3000998,421.390015,2020,10,40,2,4,276,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2020/10/5,0.08384,0.3246824,423.350006,2020,10,41,5,0,279,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2020/10/6,0.07868,0.3373595,423.790009,2020,10,41,6,1,280,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2020/10/7,0.09155,0.3608269,419.869995,2020,10,41,7,2,281,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2020/10/8,0.00573,0.3880164,438.440002,2020,10,41,8,3,282,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2020/10/9,0,0.4014153,430.130005,2020,10,41,9,4,283,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2020/10/12,0,0.4137756,442,2020,10,42,12,0,286,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2020/10/13,-0.00707,0.412624,443.350006,2020,10,42,13,1,287,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2020/10/14,0,0.418891,449.779999,2020,10,42,14,2,288,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2020/10/15,-0.08286,0.4072133,450.309998,2020,10,42,15,3,289,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2020/10/16,-0.18458,0.4062089,454.440002,2020,10,42,16,4,290,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2020/10/19,-0.2185,0.3960482,446.23999,2020,10,43,19,0,293,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2020/10/20,0,0.3896317,431.75,2020,10,43,20,1,294,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2020/10/21,0,0.3759715,422.700012,2020,10,43,21,2,295,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2020/10/22,-0.15035,0.3542456,441.920013,2020,10,43,22,3,296,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2020/10/23,-0.04476,0.3367889,421.839996,2020,10,43,23,4,297,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2020/10/26,-0.03443,0.3182061,411.630005,2020,10,44,26,0,300,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2020/10/27,-0.04207,0.2993634,423.76001,2020,10,44,27,1,301,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2020/10/28,0,0.247897654,416.480011,2020,10,44,28,2,302,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2020/10/29,0,0.241107854,409.959991,2020,10,44,29,3,303,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2020/10/30,0,0.227504754,406.899994,2020,10,44,30,4,304,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2020/11/2,0,0.222615754,394,2020,11,45,2,0,307,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2020/11/3,-0.08226,0.244381654,409.730011,2020,11,45,3,1,308,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2020/11/4,0.05964,0.240774254,430.619995,2020,11,45,4,2,309,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2020/11/5,0,0.245573954,428.299988,2020,11,45,5,3,310,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2020/11/6,0.07244,0.250464754,436.100006,2020,11,45,6,4,311,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2020/11/9,0.07554,0.255700554,439.5,2020,11,46,9,0,314,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2020/11/10,0.11602,0.245506254,420.089996,2020,11,46,10,1,315,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2020/11/11,0.0887,0.2866709,416.450012,2020,11,46,11,2,316,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2020/11/12,-0.02693,0.3013946,415.049988,2020,11,46,12,3,317,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2020/11/13,0,0.3042658,410.850006,2020,11,46,13,4,318,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2020/11/16,-0.15626,0.3081348,408.929993,2020,11,47,16,0,321,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2020/11/17,-0.09256,0.3008849,460.170013,2020,11,47,17,1,322,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2020/11/18,0,0.3257211,486.64,2020,11,47,18,2,323,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2020/11/19,0,0.3256343,499.27,11,47,19,3,324,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2020/11/20,0,0.3198885,489.61,2020,11,47,20,4,325,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2020/11/23,0,0.3319911,521.85,2020,11,48,23,0,328,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2020/11/24,-0.08358,0.3494639,555.38,2020,11,48,24,1,329,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2020/11/25,-0.08358,0.3494639,574.000,2020,11,48,25,2,330,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2020/11/27,-0.08358,0.3494639,585.76,2020,11,48,27,4,332,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2020/11/30,-0.08358,0.3494639,567.60,2020,11,49,30,0,335,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
2020/12/1,-0.08358,0.3494639,540.400024,2020,12,49,1,1,336,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
2020/12/2,-0.08358,0.3494639,540.400024,2020,12,49,2,2,337,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2020/12/3,-0.08358,0.3494639,540.400024,2020,12,49,3,3,338,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2020/12/4,-0.08358,0.3494639,540.400024,2020,12,49,4,4,339,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2020/12/7,-0.08358,0.3494639,540.400024,2020,12,50,7,0,342,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2020/12/8,-0.08358,0.3494639,540.400024,2020,12,50,8,1,343,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2020/12/9,-0.08358,0.3494639,540.400024,2020,12,50,9,2,344,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2020/12/10,-0.08358,0.3494639,540.400024,2020,12,50,10,3,345,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2020/12/11,-0.08358,0.3494639,540.400024,2020,12,50,11,4,346,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
